Date,Close
3/31/15 16:00,24.13
4/1/15 16:00,24.36
4/2/15 16:00,24.62
4/6/15 16:00,24.75
4/7/15 16:00,24.9
4/8/15 16:00,25
4/9/15 16:00,25.04
4/10/15 16:00,25.11
4/13/15 16:00,25.45
4/14/15 16:00,25.14
4/15/15 16:00,25.6
4/16/15 16:00,25.49
4/17/15 16:00,25.12
4/20/15 16:00,25.11
4/21/15 16:00,25.04
4/22/15 16:00,25.49
4/23/15 16:00,25.64
4/24/15 16:00,25.57
4/27/15 16:00,25.48
4/28/15 16:00,25.78
4/29/15 16:00,26.09
4/30/15 16:00,26.05
5/1/15 16:00,25.98
5/4/15 16:00,26.3
5/5/15 16:00,26.24
5/6/15 16:00,25.85
5/7/15 16:00,25.95
5/8/15 16:00,25.81
5/11/15 16:00,26.07
5/12/15 16:00,26.15
5/13/15 16:00,26.23
5/14/15 16:00,26.48
5/15/15 16:00,25.93
5/18/15 16:00,26.3
5/19/15 16:00,26.86
5/20/15 16:00,26.75
5/21/15 16:00,26.84
5/22/15 16:00,26.92
5/26/15 16:00,26.7
5/27/15 16:00,26.77
5/28/15 16:00,26.83
5/29/15 16:00,26.84
6/1/15 16:00,26.95
6/2/15 16:00,27.19
6/3/15 16:00,27.62
6/4/15 16:00,27.75
6/5/15 16:00,28.32
6/8/15 16:00,28.04
6/9/15 16:00,28.08
6/10/15 16:00,28
6/11/15 16:00,27.52
6/12/15 16:00,27.54
6/15/15 16:00,27.91
6/16/15 16:00,28.25
6/17/15 16:00,27.91
6/18/15 16:00,28.07
6/19/15 16:00,28.19
6/22/15 16:00,28.27
6/23/15 16:00,28.19
6/24/15 16:00,28.05
6/25/15 16:00,27.38
6/26/15 16:00,27.54
6/29/15 16:00,26.93
6/30/15 16:00,27.31
7/1/15 16:00,27.44
7/2/15 16:00,27.15
7/6/15 16:00,27.01
7/7/15 16:00,26.74
7/8/15 16:00,26.64
7/9/15 16:00,26.98
7/10/15 16:00,27.3
7/13/15 16:00,27.25
7/14/15 16:00,27.55
7/15/15 16:00,27.8
7/16/15 16:00,28.11
7/17/15 16:00,27.91
7/20/15 16:00,27.96
7/21/15 16:00,26.72
7/22/15 16:00,27.04
7/23/15 16:00,26.45
7/24/15 16:00,26.15
7/27/15 16:00,25.94
7/28/15 16:00,26.17
7/29/15 16:00,26
7/30/15 16:00,26.49
7/31/15 16:00,26.07
8/3/15 16:00,26.03
8/4/15 16:00,26.27
8/5/15 16:00,26.66
8/6/15 16:00,26.65
8/7/15 16:00,26.7
8/10/15 16:00,27.19
8/11/15 16:00,26.84
8/12/15 16:00,26.03
8/13/15 16:00,26.2
8/14/15 16:00,26.38
8/17/15 16:00,26.28
8/18/15 16:00,26.56
8/19/15 16:00,26.26
8/20/15 16:00,25.33
8/21/15 16:00,24.57
8/24/15 16:00,23.03
8/25/15 16:00,23.1
8/26/15 16:00,24.19
8/27/15 16:00,24.48
8/28/15 16:00,24.69
8/31/15 16:00,24.82
9/1/15 16:00,23.69
9/2/15 16:00,24.13
9/3/15 16:00,24.5
9/4/15 16:00,24.09
9/8/15 16:00,24.63
9/9/15 16:00,24.4
9/10/15 16:00,24.44
9/11/15 16:00,24.32
9/14/15 16:00,24.41
9/15/15 16:00,25.03
9/16/15 16:00,24.88
9/17/15 16:00,24.04
9/18/15 16:00,23.75
9/21/15 16:00,23.9
9/22/15 16:00,23.6
9/23/15 16:00,23.34
9/24/15 16:00,23.24
9/25/15 16:00,23.61
9/28/15 16:00,22.63
9/29/15 16:00,23.22
9/30/15 16:00,23.86
10/1/15 16:00,23.5
10/2/15 16:00,23.41
10/5/15 16:00,23.72
10/6/15 16:00,23.36
10/7/15 16:00,23.44
10/8/15 16:00,23.52
10/9/15 16:00,23.46
10/12/15 16:00,23.56
10/13/15 16:00,23.46
10/14/15 16:00,22.91
10/15/15 16:00,23.52
10/16/15 16:00,23.22
10/19/15 16:00,23.23
10/20/15 16:00,23.39
10/21/15 16:00,23.17
10/22/15 16:00,22.87
10/23/15 16:00,24.22
10/26/15 16:00,23.6
10/27/15 16:00,23.53
10/28/15 16:00,24.18
10/29/15 16:00,24.11
10/30/15 16:00,24.3
11/2/15 16:00,24.45
11/3/15 16:00,24.42
11/4/15 16:00,24.53
11/5/15 16:00,24.61
11/6/15 16:00,25.73
11/9/15 16:00,25.87
11/10/15 16:00,26
11/11/15 16:00,26.09
11/12/15 16:00,25.51
11/13/15 16:00,25.53
11/16/15 16:00,25.68
11/17/15 16:00,25.6
11/18/15 16:00,26.2
11/19/15 16:00,26.12
11/20/15 16:00,26.02
11/23/15 16:00,25.74
11/24/15 16:00,26.13
11/25/15 16:00,26.26
11/27/15 16:00,26.39
11/30/15 16:00,26.63
12/1/15 16:00,26.5
12/2/15 16:00,26.64
12/3/15 16:00,26.47
12/4/15 16:00,27.12
12/7/15 16:00,26.51
12/8/15 16:00,26.41
12/9/15 16:00,26.1
12/10/15 16:00,26.3
12/11/15 16:00,25.61
12/14/15 16:00,25.72
12/15/15 16:00,26.54
12/16/15 16:00,26.91
12/17/15 16:00,26.48
12/18/15 16:00,25.9
12/21/15 16:00,26.03
12/22/15 16:00,26.25
12/23/15 16:00,26.52
12/24/15 16:00,26.6
12/28/15 16:00,26.41
12/29/15 16:00,26.62
12/30/15 16:00,26.3
12/31/15 16:00,26.19
1/4/16 16:00,25.8
1/5/16 16:00,25.68
1/6/16 16:00,25.28
1/7/16 16:00,24.59
1/8/16 16:00,23.82
1/11/16 16:00,23.9
1/12/16 16:00,23.9
1/13/16 16:00,23.22
1/14/16 16:00,22.9
1/15/16 16:00,22.32
1/19/16 16:00,22.23
1/20/16 16:00,21.6
1/21/16 16:00,21.33
1/22/16 16:00,20.78
1/25/16 16:00,19.79
1/26/16 16:00,20.29
1/27/16 16:00,21.21
1/28/16 16:00,21.74
1/29/16 16:00,21.25
2/1/16 16:00,20.78
2/2/16 16:00,20.21
2/3/16 16:00,20.05
2/4/16 16:00,20.23
2/5/16 16:00,19.85
2/8/16 16:00,19.2
2/9/16 16:00,19.55
2/10/16 16:00,18.86
2/11/16 16:00,18.14
2/12/16 16:00,18.89
2/16/16 16:00,19.36
2/17/16 16:00,19.65
2/18/16 16:00,19.11
2/19/16 16:00,19.24
2/22/16 16:00,19.8
2/23/16 16:00,19.37
2/24/16 16:00,19
2/25/16 16:00,19.18
2/26/16 16:00,19.74
2/29/16 16:00,19.23
3/1/16 16:00,20.27
3/2/16 16:00,20.96
3/3/16 16:00,21.44
3/4/16 16:00,21.93
3/7/16 16:00,21.53
3/8/16 16:00,20.92
3/9/16 16:00,20.7
3/10/16 16:00,21.01
3/11/16 16:00,21.91
3/14/16 16:00,22.09
3/15/16 16:00,22.19
3/16/16 16:00,21.61
3/17/16 16:00,21.73
3/18/16 16:00,22.08
3/21/16 16:00,22
3/22/16 16:00,21.93
3/23/16 16:00,21.69
3/24/16 16:00,21.59
3/28/16 16:00,21.39
3/29/16 16:00,21.2
3/30/16 16:00,21.25
3/31/16 16:00,20.95
4/1/16 16:00,21.35
4/4/16 16:00,21.51
4/5/16 16:00,20.76
4/6/16 16:00,21.34
4/7/16 16:00,20.79
4/8/16 16:00,20.87
4/11/16 16:00,21.04
4/12/16 16:00,21.51
4/13/16 16:00,22.6
4/14/16 16:00,22.82
4/15/16 16:00,22.55
4/18/16 16:00,22.72
4/19/16 16:00,23.1
4/20/16 16:00,23.36
4/21/16 16:00,23.53
4/22/16 16:00,23.62
4/25/16 16:00,23.38
4/26/16 16:00,23.55
4/27/16 16:00,23.62
4/28/16 16:00,23.24
4/29/16 16:00,22.85
5/2/16 16:00,23.06
5/3/16 16:00,22.51
5/4/16 16:00,21.99
5/5/16 16:00,22.11
5/6/16 16:00,22.09
5/9/16 16:00,21.85
5/10/16 16:00,22.36
5/11/16 16:00,22.2
5/12/16 16:00,21.76
5/13/16 16:00,21.4
5/16/16 16:00,21.71
5/17/16 16:00,21.82
5/18/16 16:00,23.13
5/19/16 16:00,22.9
5/20/16 16:00,22.98
5/23/16 16:00,22.97
5/24/16 16:00,23.25
5/25/16 16:00,23.69
5/26/16 16:00,23.35
5/27/16 16:00,23.59
5/31/16 16:00,23.55
6/1/16 16:00,23.6
6/2/16 16:00,23.83
6/3/16 16:00,23.14
6/6/16 16:00,23.47
6/7/16 16:00,23.48
6/8/16 16:00,23.46
6/9/16 16:00,22.88
6/10/16 16:00,22.46
6/13/16 16:00,22.08
6/14/16 16:00,21.31
6/15/16 16:00,21.36
6/16/16 16:00,20.94
6/17/16 16:00,21.1
6/20/16 16:00,21.31
6/21/16 16:00,21.55
6/22/16 16:00,21.37
6/23/16 16:00,22.12
6/24/16 16:00,19.95
6/27/16 16:00,18.44
6/28/16 16:00,18.97
6/29/16 16:00,19.52
6/30/16 16:00,19.98
7/1/16 16:00,19.65
7/5/16 16:00,18.9
7/6/16 16:00,18.99
7/7/16 16:00,19.42
7/8/16 16:00,19.85
7/11/16 16:00,20.12
7/12/16 16:00,20.44
7/13/16 16:00,20.56
7/14/16 16:00,20.99
7/15/16 16:00,20.98
7/18/16 16:00,20.98
7/19/16 16:00,21.03
7/20/16 16:00,21.32
7/21/16 16:00,21.68
7/22/16 16:00,21.8
7/25/16 16:00,22.03
7/26/16 16:00,22.49
7/27/16 16:00,22.58
7/28/16 16:00,22.45
7/29/16 16:00,22.33
8/1/16 16:00,22.2
8/2/16 16:00,22.05
8/3/16 16:00,22.46
8/4/16 16:00,22.61
8/5/16 16:00,23.39
8/8/16 16:00,23.45
8/9/16 16:00,23.49
8/10/16 16:00,23.25
8/11/16 16:00,23.4
8/12/16 16:00,23.27
8/15/16 16:00,23.54
8/16/16 16:00,23.39
8/17/16 16:00,23.44
8/18/16 16:00,23.39
8/19/16 16:00,23.58
8/22/16 16:00,23.5
8/23/16 16:00,23.53
8/24/16 16:00,23.49
8/25/16 16:00,23.64
8/26/16 16:00,24.12
8/29/16 16:00,24.46
8/30/16 16:00,24.73
8/31/16 16:00,24.77
9/1/16 16:00,24.52
9/2/16 16:00,24.68
9/6/16 16:00,24.3
9/7/16 16:00,24.57
9/8/16 16:00,24.92
9/9/16 16:00,24.81
9/12/16 16:00,25.07
9/13/16 16:00,24.62
9/14/16 16:00,24.4
9/15/16 16:00,24.48
9/16/16 16:00,24.1
9/19/16 16:00,24.19
9/20/16 16:00,24.17
9/21/16 16:00,24.31
9/22/16 16:00,24.24
9/23/16 16:00,24.41
9/26/16 16:00,23.96
9/27/16 16:00,24.31
9/28/16 16:00,24.41
9/29/16 16:00,24.05
9/30/16 16:00,24.71
10/3/16 16:00,24.6
10/4/16 16:00,24.99
10/5/16 16:00,25.57
10/6/16 16:00,25.69
10/7/16 16:00,25.5
10/10/16 16:00,25.54
10/11/16 16:00,24.96
10/12/16 16:00,25.25
10/13/16 16:00,24.52
10/14/16 16:00,24.79
10/17/16 16:00,24.58
10/18/16 16:00,24.85
10/19/16 16:00,25.3
10/20/16 16:00,25.55
10/21/16 16:00,25.97
10/24/16 16:00,26.35
10/25/16 16:00,26.46
10/26/16 16:00,26.87
10/27/16 16:00,26.87
10/28/16 16:00,26.35
10/31/16 16:00,26.34
11/1/16 16:00,26.84
11/2/16 16:00,26.1
11/3/16 16:00,26.27
11/4/16 16:00,26.41
11/7/16 16:00,27.35
11/8/16 16:00,26.95
11/9/16 16:00,28.2
11/10/16 16:00,29.6
11/11/16 16:00,29.85
11/14/16 16:00,30.88
11/15/16 16:00,30.94
11/16/16 16:00,30.73
11/17/16 16:00,31.73
11/18/16 16:00,31.97
11/21/16 16:00,31.93
11/22/16 16:00,31.92
11/23/16 16:00,32.4
11/25/16 16:00,32.46
