Date,Close
12/1/14 16:00,71.72
12/2/14 16:00,70.57
12/3/14 16:00,70.36
12/4/14 16:00,70.73
12/5/14 16:00,71.3
12/8/14 16:00,71.26
12/9/14 16:00,70.87
12/10/14 16:00,69.67
12/11/14 16:00,70.61
12/12/14 16:00,69.12
12/15/14 16:00,68.76
12/16/14 16:00,68.33
12/17/14 16:00,69.95
12/18/14 16:00,71.49
12/19/14 16:00,72.85
12/22/14 16:00,73.69
12/23/14 16:00,73.57
12/24/14 16:00,73.59
12/26/14 16:00,73.78
12/29/14 16:00,73.33
12/30/14 16:00,72.79
12/31/14 16:00,71.82
1/2/15 16:00,71.62
1/5/15 16:00,69.69
1/6/15 16:00,68.29
1/7/15 16:00,68.47
1/8/15 16:00,70.04
1/9/15 16:00,69.94
1/12/15 16:00,68.88
1/13/15 16:00,68.43
1/14/15 16:00,68.42
1/15/15 16:00,67.31
1/16/15 16:00,67.64
1/20/15 16:00,67.63
1/21/15 16:00,68.22
1/22/15 16:00,69.09
1/23/15 16:00,69.7
1/26/15 16:00,69.79
1/27/15 16:00,69.38
1/28/15 16:00,68.25
1/29/15 16:00,67.95
1/30/15 16:00,67.13
2/2/15 16:00,68.06
2/3/15 16:00,69.17
2/4/15 16:00,68.68
2/5/15 16:00,69.49
2/6/15 16:00,76.18
2/9/15 16:00,75.64
2/10/15 16:00,76.06
2/11/15 16:00,76.58
2/12/15 16:00,77.31
2/13/15 16:00,77.73
2/17/15 16:00,78.12
2/18/15 16:00,78.46
2/19/15 16:00,78.72
2/20/15 16:00,78.34
2/23/15 16:00,78.05
2/24/15 16:00,78.55
2/25/15 16:00,78.19
2/26/15 16:00,77.74
2/27/15 16:00,77.68
3/2/15 16:00,78.77
3/3/15 16:00,77.44
3/4/15 16:00,76.74
3/5/15 16:00,76.44
3/6/15 16:00,75.2
3/9/15 16:00,75.08
3/10/15 16:00,72.87
3/11/15 16:00,72.5
3/12/15 16:00,72.5
3/13/15 16:00,71.89
3/16/15 16:00,72.73
3/17/15 16:00,72.1
3/18/15 16:00,72.33
3/19/15 16:00,72.18
3/20/15 16:00,72.75
3/23/15 16:00,72.89
3/24/15 16:00,71.87
3/25/15 16:00,70.64
3/26/15 16:00,73.28
3/27/15 16:00,76.75
3/30/15 16:00,77.63
3/31/15 16:00,78.76
4/1/15 16:00,78.59
4/2/15 16:00,78.7
4/6/15 16:00,80.71
4/7/15 16:00,79.78
4/8/15 16:00,80.13
4/9/15 16:00,80.68
4/10/15 16:00,81
4/13/15 16:00,80.35
4/14/15 16:00,80.5
4/15/15 16:00,81.11
4/16/15 16:00,80.35
4/17/15 16:00,78.55
4/20/15 16:00,79.3
4/21/15 16:00,81.93
4/22/15 16:00,82.46
4/23/15 16:00,82
4/24/15 16:00,81.1
4/27/15 16:00,80.74
4/28/15 16:00,81.09
4/29/15 16:00,79.26
4/30/15 16:00,80.24
5/1/15 16:00,80.45
5/4/15 16:00,80.47
5/5/15 16:00,79.27
5/6/15 16:00,78.5
5/7/15 16:00,78.2
5/8/15 16:00,78.87
5/11/15 16:00,78.26
5/12/15 16:00,77.77
5/13/15 16:00,77.35
5/14/15 16:00,78.75
5/15/15 16:00,78.67
5/18/15 16:00,79.21
5/19/15 16:00,79.4
5/20/15 16:00,79.41
5/21/15 16:00,79.32
5/22/15 16:00,80.26
5/26/15 16:00,79.09
5/27/15 16:00,80.19
5/28/15 16:00,79.25
5/29/15 16:00,79.22
6/1/15 16:00,79.7
6/2/15 16:00,78.81
6/3/15 16:00,78.55
6/4/15 16:00,77.8
6/5/15 16:00,78.49
6/8/15 16:00,78
6/9/15 16:00,78.01
6/10/15 16:00,78.91
6/11/15 16:00,78.64
6/12/15 16:00,78.25
6/15/15 16:00,78.02
6/16/15 16:00,78.6
6/17/15 16:00,78.6
6/18/15 16:00,79.03
6/19/15 16:00,79.17
6/22/15 16:00,80.18
6/23/15 16:00,79.65
6/24/15 16:00,78.97
6/25/15 16:00,78.4
6/26/15 16:00,78.27
6/29/15 16:00,77.11
6/30/15 16:00,76.91
7/1/15 16:00,77.38
7/2/15 16:00,77.74
7/6/15 16:00,76.67
7/7/15 16:00,77.41
7/8/15 16:00,76.84
7/9/15 16:00,78.49
7/10/15 16:00,79.35
7/13/15 16:00,80.26
7/14/15 16:00,80.79
7/15/15 16:00,82.1
7/16/15 16:00,82.32
7/17/15 16:00,82.17
7/20/15 16:00,81.55
7/21/15 16:00,81.29
7/22/15 16:00,81.61
7/23/15 16:00,82.09
7/24/15 16:00,81.04
7/27/15 16:00,79.91
7/28/15 16:00,80.5
7/29/15 16:00,81.78
7/30/15 16:00,82.34
7/31/15 16:00,82.94
8/3/15 16:00,82.29
8/4/15 16:00,82.28
8/5/15 16:00,83.06
8/6/15 16:00,82.94
8/7/15 16:00,81.57
8/10/15 16:00,84.59
8/11/15 16:00,82.93
8/12/15 16:00,83.41
8/13/15 16:00,82.58
8/14/15 16:00,82.87
8/17/15 16:00,83.02
8/18/15 16:00,82.63
8/19/15 16:00,81.99
8/20/15 16:00,80.21
8/21/15 16:00,78.42
8/24/15 16:00,75.18
8/25/15 16:00,73.76
8/26/15 16:00,75.84
8/27/15 16:00,77.06
8/28/15 16:00,77.54
8/31/15 16:00,76.82
9/1/15 16:00,74.64
9/2/15 16:00,75.34
9/3/15 16:00,75.75
9/4/15 16:00,73.96
9/8/15 16:00,76.98
9/9/15 16:00,75.53
9/10/15 16:00,75.07
9/11/15 16:00,74.09
9/14/15 16:00,73.9
9/15/15 16:00,73.93
9/16/15 16:00,74.54
9/17/15 16:00,74.65
9/18/15 16:00,73.17
9/21/15 16:00,73.49
9/22/15 16:00,72.28
9/23/15 16:00,72.45
9/24/15 16:00,71.55
9/25/15 16:00,72.22
9/28/15 16:00,70.28
9/29/15 16:00,71.07
9/30/15 16:00,73.15
10/1/15 16:00,73.24
10/2/15 16:00,73.96
10/5/15 16:00,74.74
10/6/15 16:00,74.44
10/7/15 16:00,74.73
10/8/15 16:00,75.5
10/9/15 16:00,75.73
10/12/15 16:00,77
10/13/15 16:00,75.57
10/14/15 16:00,76.03
10/15/15 16:00,76.44
10/16/15 16:00,76.58
10/19/15 16:00,75.33
10/20/15 16:00,76.3
10/21/15 16:00,74.97
10/22/15 16:00,76
10/23/15 16:00,76.49
10/26/15 16:00,75.5
10/27/15 16:00,74.91
10/28/15 16:00,78.67
10/29/15 16:00,79.37
10/30/15 16:00,79.13
11/2/15 16:00,79.71
11/3/15 16:00,81
11/4/15 16:00,79.81
11/5/15 16:00,79.49
11/6/15 16:00,79.58
11/9/15 16:00,79.49
11/10/15 16:00,79.05
11/11/15 16:00,79.45
11/12/15 16:00,78.71
11/13/15 16:00,78.23
11/16/15 16:00,80.61
11/17/15 16:00,81.19
