Date,Close
12/1/14 16:00,67.19
12/2/14 16:00,68.5
12/3/14 16:00,70.21
12/4/14 16:00,69.48
12/5/14 16:00,69.41
12/8/14 16:00,67.92
12/9/14 16:00,68.5
12/10/14 16:00,66.81
12/11/14 16:00,66.83
12/12/14 16:00,64.72
12/15/14 16:00,64.4
12/16/14 16:00,65.17
12/17/14 16:00,64.88
12/18/14 16:00,67.45
12/19/14 16:00,69.16
12/22/14 16:00,69.07
12/23/14 16:00,69.39
12/24/14 16:00,69.3
12/26/14 16:00,69.43
12/29/14 16:00,69.34
12/30/14 16:00,68.77
12/31/14 16:00,67.96
1/2/15 16:00,67.93
1/5/15 16:00,65.12
1/6/15 16:00,64.39
1/7/15 16:00,64.58
1/8/15 16:00,66.89
1/9/15 16:00,66.06
1/12/15 16:00,65.48
1/13/15 16:00,65.46
1/14/15 16:00,64.24
1/15/15 16:00,64.07
1/16/15 16:00,64.59
1/20/15 16:00,64.8
1/21/15 16:00,65.82
1/22/15 16:00,67.68
1/23/15 16:00,67.01
1/26/15 16:00,66.82
1/27/15 16:00,65.02
1/28/15 16:00,63.61
1/29/15 16:00,64.19
1/30/15 16:00,63.09
2/2/15 16:00,64.4
2/3/15 16:00,69.79
2/4/15 16:00,68.48
2/5/15 16:00,69.22
2/6/15 16:00,70.05
2/9/15 16:00,70.14
2/10/15 16:00,70.74
2/11/15 16:00,70.33
2/12/15 16:00,71.65
2/13/15 16:00,72.55
2/17/15 16:00,72.13
2/18/15 16:00,72.29
2/19/15 16:00,72.12
2/20/15 16:00,72.51
2/23/15 16:00,71.64
2/24/15 16:00,71.72
2/25/15 16:00,71.55
2/26/15 16:00,71.79
2/27/15 16:00,71.01
3/2/15 16:00,71
3/3/15 16:00,70.44
3/4/15 16:00,69.65
3/5/15 16:00,69.35
3/6/15 16:00,68.17
3/9/15 16:00,68.5
3/10/15 16:00,67.16
3/11/15 16:00,66.57
3/12/15 16:00,67.25
3/13/15 16:00,66.64
3/16/15 16:00,67.79
3/17/15 16:00,67.68
3/18/15 16:00,68.52
3/19/15 16:00,67.58
3/20/15 16:00,68.48
3/23/15 16:00,68.06
3/24/15 16:00,67.87
3/25/15 16:00,66.81
3/26/15 16:00,66.67
3/27/15 16:00,66.7
3/30/15 16:00,67.82
3/31/15 16:00,67.94
4/1/15 16:00,67.58
4/2/15 16:00,67.68
4/6/15 16:00,68.94
4/7/15 16:00,68.56
4/8/15 16:00,68.15
4/9/15 16:00,68.55
4/10/15 16:00,68.69
4/13/15 16:00,68.34
4/14/15 16:00,68.66
4/15/15 16:00,69.74
4/16/15 16:00,69.43
4/17/15 16:00,69.11
4/20/15 16:00,69.81
4/21/15 16:00,69.35
4/22/15 16:00,69.28
4/23/15 16:00,69.1
4/24/15 16:00,68.58
4/27/15 16:00,69.38
4/28/15 16:00,68.61
4/29/15 16:00,69.54
4/30/15 16:00,68.73
5/1/15 16:00,70.52
5/4/15 16:00,70.8
5/5/15 16:00,71.41
5/6/15 16:00,71.56
5/7/15 16:00,71.25
5/8/15 16:00,72.1
5/11/15 16:00,72.27
5/12/15 16:00,71.94
5/13/15 16:00,72.81
5/14/15 16:00,73.5
5/15/15 16:00,73.32
5/18/15 16:00,73.46
5/19/15 16:00,72.8
5/20/15 16:00,72.77
5/21/15 16:00,73.4
5/22/15 16:00,73.09
5/26/15 16:00,72.01
5/27/15 16:00,72.98
5/28/15 16:00,72.78
5/29/15 16:00,71.59
6/1/15 16:00,71.58
6/2/15 16:00,72.35
6/3/15 16:00,72.87
6/4/15 16:00,72.04
6/5/15 16:00,71.75
6/8/15 16:00,71.66
6/9/15 16:00,71.49
6/10/15 16:00,72.54
6/11/15 16:00,72.57
6/12/15 16:00,71.88
6/15/15 16:00,70.89
6/16/15 16:00,70.44
6/17/15 16:00,70.38
6/18/15 16:00,71.05
6/19/15 16:00,70.2
6/22/15 16:00,70.2
6/23/15 16:00,70.3
6/24/15 16:00,69.59
6/25/15 16:00,68.54
6/26/15 16:00,68.28
6/29/15 16:00,66.93
6/30/15 16:00,67.49
7/1/15 16:00,67.64
7/2/15 16:00,67.41
7/6/15 16:00,66.74
7/7/15 16:00,66.91
7/8/15 16:00,65.41
7/9/15 16:00,65.39
7/10/15 16:00,65.77
7/13/15 16:00,66.41
7/14/15 16:00,66.43
7/15/15 16:00,65.74
7/16/15 16:00,65.98
7/17/15 16:00,65.11
7/20/15 16:00,65.25
7/21/15 16:00,64.01
7/22/15 16:00,63.48
7/23/15 16:00,62.99
7/24/15 16:00,61.15
7/27/15 16:00,60.57
7/28/15 16:00,61.49
7/29/15 16:00,61.8
7/30/15 16:00,61.08
7/31/15 16:00,60.58
8/3/15 16:00,60.26
8/4/15 16:00,59.58
8/5/15 16:00,59.62
8/6/15 16:00,59.98
8/7/15 16:00,59.85
8/10/15 16:00,61.39
8/11/15 16:00,60.11
8/12/15 16:00,60.3
8/13/15 16:00,59.94
8/14/15 16:00,59.96
8/17/15 16:00,60.33
8/18/15 16:00,59.82
8/19/15 16:00,58.65
8/20/15 16:00,58.12
8/21/15 16:00,56.69
8/24/15 16:00,54.32
8/25/15 16:00,52.71
8/26/15 16:00,54.57
8/27/15 16:00,56.63
8/28/15 16:00,57.05
8/31/15 16:00,57.06
9/1/15 16:00,54.9
9/2/15 16:00,55.57
9/3/15 16:00,55.29
9/4/15 16:00,55.05
9/8/15 16:00,56.68
9/9/15 16:00,55.99
9/10/15 16:00,55.86
9/11/15 16:00,55.72
9/14/15 16:00,54.68
9/15/15 16:00,55.74
9/16/15 16:00,56.54
9/17/15 16:00,55.05
9/18/15 16:00,52.93
9/21/15 16:00,53.26
9/22/15 16:00,53
9/23/15 16:00,52.36
9/24/15 16:00,52.19
9/25/15 16:00,51.92
9/28/15 16:00,50.05
9/29/15 16:00,50.66
9/30/15 16:00,51.3
10/1/15 16:00,50.58
10/2/15 16:00,51.4
10/5/15 16:00,52.76
10/6/15 16:00,52.58
10/7/15 16:00,54.11
10/8/15 16:00,55.3
10/9/15 16:00,54.82
10/12/15 16:00,54.14
10/13/15 16:00,53.5
10/14/15 16:00,52.75
10/15/15 16:00,52.1
10/16/15 16:00,51.15
10/19/15 16:00,51.27
10/20/15 16:00,52.37
10/21/15 16:00,52.52
10/22/15 16:00,54.35
10/23/15 16:00,54.31
10/26/15 16:00,53.78
10/27/15 16:00,52.75
10/28/15 16:00,54.08
10/29/15 16:00,54.31
10/30/15 16:00,55.91
11/2/15 16:00,56.72
11/3/15 16:00,56.74
11/4/15 16:00,56.74
11/5/15 16:00,57.11
11/6/15 16:00,57.22
11/9/15 16:00,56.36
11/10/15 16:00,56.23
11/11/15 16:00,55.52
11/12/15 16:00,54.19
11/13/15 16:00,54.11
11/16/15 16:00,55.41
11/17/15 16:00,55.44
11/18/15 16:00,56.88
11/19/15 16:00,56.77
11/20/15 16:00,57.59
11/23/15 16:00,57.22
11/24/15 16:00,57.69
11/25/15 16:00,57.95
11/27/15 16:00,58.1
11/30/15 16:00,58.16
12/1/15 16:00,58.45
12/2/15 16:00,57.13
12/3/15 16:00,55.62
12/4/15 16:00,56.05
12/7/15 16:00,54.71
12/8/15 16:00,53
12/9/15 16:00,52.67
12/10/15 16:00,52.14
12/11/15 16:00,50.87
12/14/15 16:00,50.38
12/15/15 16:00,50.58
12/16/15 16:00,51.99
12/17/15 16:00,50.13
12/18/15 16:00,49.74
12/21/15 16:00,50.71
12/22/15 16:00,51.81
12/23/15 16:00,53.28
12/24/15 16:00,53.25
12/28/15 16:00,52.59
12/29/15 16:00,53.08
12/30/15 16:00,52.59
12/31/15 16:00,52.04
1/4/16 16:00,52.22
1/5/16 16:00,51.85
1/6/16 16:00,50.92
1/7/16 16:00,49.73
1/8/16 16:00,49.17
1/11/16 16:00,49.15
1/12/16 16:00,49.95
1/13/16 16:00,48.43
1/14/16 16:00,48.32
1/15/16 16:00,47.86
1/19/16 16:00,48.09
1/20/16 16:00,47.51
1/21/16 16:00,47.78
1/22/16 16:00,48.51
1/25/16 16:00,47.27
1/26/16 16:00,49.02
1/27/16 16:00,49.44
1/28/16 16:00,50.19
